,status,gender,signup_method,signup_app,first_device_type,first_browser,age,id,date_account_created,booking_date
24,international,-unknown-,facebook,Web,iPhone,Android Browser,33.4856808373,3e2f794c-9af6-4c49-abf2-ffab7e37d7f0,2015-09-02 08:18:10.704885,2015-10-09 20:28:08.533859
25,international,FEMALE,basic,Web,Windows Desktop,Safari,20.9405004152,684cdb8b-9139-41b5-8d78-930f2306163c,2014-12-23 22:55:01.864188,2015-01-25 11:43:32.618945
26,international,FEMALE,basic,Web,iPad,Firefox,52.1843695974,dd6a7133-fda9-490f-a3d9-bc4bb369dfe6,2015-04-09 12:52:15.807879,2015-05-18 12:01:36.359799
27,international,FEMALE,basic,Web,iPad,Mobile Safari,39.4878949808,0f23eb66-8c21-47d3-b744-42ae5cf383bb,2015-01-03 20:58:59.017788,2015-01-28 11:21:22.490643
28,international,FEMALE,basic,Web,Mac Desktop,Chrome,37.842716136,b4d37309-c9ec-4b77-ba1d-3e7a601ae15c,2016-04-10 19:51:28.662244,2016-05-02 17:15:29.552167
29,international,FEMALE,basic,Web,iPhone,Chrome,42.1415226491,9fd2f657-5d1b-41ab-9325-983c0daf58ce,2015-10-04 16:43:03.311437,2015-11-13 19:24:19.568540
30,international,MALE,basic,Web,Mac Desktop,Maxthon,13.4448308746,df3abe4f-64d1-4f43-9852-a0c4f1119313,2016-02-10 19:53:16.697122,2016-03-18 13:47:38.576042
31,international,FEMALE,basic,Web,Windows Desktop,Safari,21.2413606112,1d2fee6f-f7dc-4510-b973-b5f6ef8611ed,2014-12-14 00:35:28.444103,2015-01-23 03:47:26.693880
32,international,MALE,facebook,Moweb,Mac Desktop,Chrome,34.1001309956,ea1897b6-6d1f-4839-a3a6-5abc1b416cc9,2014-07-12 05:59:42.956690,2014-08-26 10:57:40.563778
33,international,MALE,facebook,Web,Mac Desktop,Chrome,56.8557492465,15959d37-1944-4dce-b6fc-beb2c6e911ab,2015-12-14 14:23:54.886161,2016-02-16 10:40:44.995224
34,international,MALE,basic,Web,iPad,Firefox,37.7087516408,f570869d-e9fb-41c1-948c-85a680ddca99,2014-10-01 15:37:30.087577,2014-11-22 22:47:46.725188
35,international,FEMALE,facebook,Web,Mac Desktop,Mobile Safari,38.5697573312,c0606633-8c25-49a8-9ad9-e735f66d41d3,2014-07-11 20:44:05.540789,2014-08-16 19:54:28.220895
36,international,FEMALE,basic,Web,Mac Desktop,Safari,11.9020319079,74e4107e-3e03-4298-a8e1-99d2f4feb322,2016-01-01 09:15:27.772104,2016-02-12 14:02:59.513393
37,international,MALE,facebook,Web,Mac Desktop,Chrome,34.2045728795,35833bec-416b-4458-96e4-dc59c751f1f6,2015-03-04 01:49:35.971281,2015-04-07 04:10:27.956012
38,international,-unknown-,basic,Web,Mac Desktop,Chrome,26.6704616699,5f90ae49-97c2-4a7d-ae33-e63c2980b199,2016-04-28 04:58:13.992155,2016-06-28 10:46:19.168488
39,international,FEMALE,basic,Web,Windows Desktop,IE,27.8841818821,3591b68f-cba3-473d-b566-e184b887ec9f,2014-12-14 14:13:53.383869,2015-01-17 16:12:28.405156
40,international,-unknown-,basic,iOS,Windows Desktop,Safari,35.830216708,c2093a6f-88e6-422b-8f08-1a2ea09f6ea3,2015-07-26 18:53:26.041850,2015-09-02 05:29:09.528728
41,international,MALE,basic,Web,Mac Desktop,-unknown-,26.3614331308,f46b551c-aeed-4ce2-9e75-253247dbbe90,2014-09-25 02:59:16.515097,2014-10-22 14:42:34.056439
42,international,FEMALE,facebook,Web,Mac Desktop,Firefox,38.2644168878,b5358a0f-5031-40d9-a60a-fea07e4976a0,2016-02-17 08:21:17.638782,2016-03-31 02:05:14.167090
43,international,-unknown-,basic,Web,Mac Desktop,Chrome,55.9577540509,00781b8f-8a0d-41d9-8012-8927ffb063f5,2015-02-25 00:47:05.455469,2015-04-12 19:44:35.493698
44,international,MALE,facebook,Web,Mac Desktop,Firefox,20.7729685997,8c126190-abe0-4983-ae79-2abe4f3eeba6,2015-04-04 14:52:54.192977,2015-05-19 18:44:56.137424
45,international,MALE,basic,Web,Windows Desktop,Firefox,11.1329471172,c436895d-c06e-4c08-9ce0-ade0ab77a5be,2014-07-13 09:46:22.669898,2014-07-03 09:46:22.669898
46,international,MALE,basic,Web,Windows Desktop,Firefox,28.2409235306,a7719ba8-4ba1-4cde-af51-812555b4ffa8,2015-07-17 11:40:20.403084,2015-08-15 12:17:53.635980
47,international,FEMALE,basic,Web,Mac Desktop,Firefox,14.0816910213,c3cf66e1-5921-4841-a61f-d3b43d5d6c84,2016-02-09 11:10:45.751155,2016-03-13 22:53:09.132252
48,international,FEMALE,facebook,Web,Mac Desktop,Firefox,39.9492773262,b2f74db2-c3cb-403d-9f19-18d19fe44487,2015-08-04 08:51:12.119354,2015-09-04 14:11:01.753318
49,international,FEMALE,facebook,Web,Mac Desktop,Firefox,48.6935049255,ee780308-a834-41c6-ba77-7c0e6199a490,2014-11-08 02:25:10.760169,2014-12-26 20:22:58.392468
50,international,MALE,basic,Web,Windows Desktop,Mobile Safari,29.874770959,0bd75f4e-b6fa-44ab-b254-5ecbc46e282f,2015-11-19 22:06:34.898909,2016-01-11 19:46:43.301922
51,international,MALE,basic,Web,iPad,Firefox,35.9896634382,d1285277-4e59-4a83-abc4-b226bca0ef05,2015-05-22 15:58:24.494552,2015-07-10 11:52:24.198103
52,international,MALE,basic,Web,Mac Desktop,IE,54.1504304275,1cd9adac-587e-4f3d-a66f-a84b6b07c24b,2014-12-19 14:42:39.430440,2015-01-20 05:21:46.057433
53,international,MALE,basic,Web,Mac Desktop,Mobile Safari,36.3811982959,50c48e3e-f4eb-4687-9d9f-a9e55ec59c68,2014-12-24 01:16:03.198531,2015-02-14 21:31:53.565169
54,international,-unknown-,basic,iOS,iPad,Chrome,41.6621184542,f91a2b85-0cf7-4a3c-a6ad-a00473be0dbb,2014-07-27 10:11:41.789372,2014-09-04 20:08:56.732788
55,international,-unknown-,basic,Web,Windows Desktop,Chrome,17.9193268119,cdc9dc53-6ede-4ebd-9aaa-4ddffef7ae18,2014-09-24 22:54:00.326901,2014-10-21 10:44:56.532621
56,international,-unknown-,basic,Web,Mac Desktop,-unknown-,18.008253174,d700727f-7416-4204-9a48-63d647f8c190,2015-06-13 14:09:20.697642,2015-08-11 07:31:27.811961
57,international,FEMALE,basic,Web,iPad,-unknown-,36.0787655775,42ce9622-83b0-4670-ba94-dbe289b962b0,2014-08-16 12:23:50.738446,2014-09-24 07:04:13.512177
58,international,MALE,basic,Web,Windows Desktop,Firefox,49.3144655475,ac8d9345-8352-46b9-8987-12d32cf599be,2016-04-12 19:29:05.791497,2016-05-18 08:55:03.857939
59,international,MALE,basic,iOS,Mac Desktop,Mobile Safari,67.5339616516,747b53da-c6b6-4408-b29c-c636c64693c2,2016-05-05 18:09:33.947519,2016-06-11 00:33:43.866033
60,international,FEMALE,facebook,Web,Windows Desktop,Safari,36.6460935157,fe6f42d2-0ea3-4497-95fa-551197f8a4c4,2014-08-17 05:11:40.147902,2014-10-07 13:41:14.091588
61,international,-unknown-,basic,Web,Mac Desktop,Chrome,41.9962133144,66f88860-51c2-4e6c-8ffa-a47d7528db78,2016-05-04 18:07:08.936183,2016-06-02 21:06:57.754435
62,international,FEMALE,basic,iOS,Windows Desktop,-unknown-,47.6674592743,cb8be3bb-a142-4b72-9eec-c889bbf57a61,2016-03-28 00:54:19.187242,2016-05-21 12:55:22.184405
63,international,-unknown-,basic,Web,Windows Desktop,Mobile Safari,23.6976081134,91b85a41-a666-43f3-b28a-e27b987fb75c,2015-05-02 16:00:01.043981,2015-06-17 02:28:48.239695
64,international,MALE,facebook,Web,Mac Desktop,Safari,32.4991739716,0c22076c-d608-493d-8da9-0757a6419d0f,2014-08-30 10:01:28.485522,2014-09-29 17:29:36.911012
65,international,MALE,basic,Web,Windows Desktop,Maxthon,42.9289478449,25234b1a-357f-4d21-820d-b4cd66b7b5c7,2015-03-28 20:32:26.282587,2015-04-29 19:51:51.669899
66,international,MALE,basic,Web,Mac Desktop,-unknown-,36.0428938766,34780c07-0fd8-4e6e-8314-622f47899c00,2014-11-08 07:20:47.547141,2014-12-09 15:48:28.947456
67,international,FEMALE,facebook,Web,Mac Desktop,Chrome,49.8687455726,5e3e36ed-e308-4487-91e2-eb6e5419c11d,2015-07-21 15:16:19.613243,2015-09-20 11:03:05.306334
68,international,MALE,basic,Web,Windows Desktop,Chrome,23.2286408534,0709d165-5383-4f9d-a516-4e6b8fc2e706,2014-07-09 20:03:37.412144,2014-08-18 15:55:07.022805
69,international,MALE,facebook,Web,Mac Desktop,IE,65.6954895055,143c1598-dec9-4fbf-84b2-9d7dc925f7f4,2014-09-29 07:10:11.529537,2014-11-12 17:52:58.890690
70,international,FEMALE,basic,Web,Mac Desktop,Firefox,50.8610242432,1750bbc9-348b-4152-aac6-87cd16d69b2c,2014-08-11 18:27:38.632518,2014-09-18 16:17:41.441815
71,international,FEMALE,facebook,Web,Mac Desktop,-unknown-,36.8611683107,6ac4094b-b8a3-46d0-95b5-9d9e8b919ef2,2015-04-06 12:00:39.002995,2015-05-31 19:13:10.648893
72,international,MALE,basic,Web,Mac Desktop,Chrome,51.2472788658,78250a99-a644-41e6-be94-f2e16ce5a722,2015-12-04 04:13:48.324230,2016-01-27 05:44:17.741070
73,international,FEMALE,basic,Web,Windows Desktop,IE,31.5149465119,6f4994ce-bd15-49ad-bade-bc3333ad9c28,2014-12-28 15:11:17.391289,2015-02-05 03:57:56.671441
74,international,MALE,basic,Web,Windows Desktop,Chrome,46.3774470093,3a9cfdda-0bca-418b-b50a-ddf80770526e,2014-09-14 02:55:35.000069,2014-10-26 00:00:18.032180
75,international,FEMALE,basic,Web,Mac Desktop,Chrome,37.0127671679,9982010c-078b-4b37-a04c-4ba4836870eb,2016-03-15 09:05:45.245650,2016-05-15 10:39:49.405176
76,international,-unknown-,facebook,Web,Mac Desktop,Mobile Safari,19.5815685904,a01e8929-fa13-4478-9f54-eb2f4a6696ef,2016-05-15 05:48:07.288624,2016-07-04 05:01:12.241346
77,international,FEMALE,basic,Web,Mac Desktop,Chrome,34.6794213619,073ce800-25dd-4286-b3fc-1c7b3f96de1e,2014-08-11 16:47:36.018408,2014-09-20 11:20:37.429520
78,international,MALE,basic,Web,Mac Desktop,-unknown-,28.9395837399,aabd95b2-b09c-4ed8-b836-681384dfbac1,2015-09-01 04:09:06.636113,2015-09-20 21:36:49.268374
79,international,MALE,basic,Web,Windows Desktop,Safari,36.1737118692,f805c69c-dd05-4d6f-a891-34524038f169,2014-11-21 18:40:24.589339,2014-12-23 18:36:03.150707
80,international,MALE,facebook,Web,Mac Desktop,Safari,53.9234100999,e363f814-46f3-4cac-b4e7-9fd130d5f4bc,2014-09-11 23:26:25.079517,2014-10-28 20:10:58.574632
81,international,MALE,facebook,Web,Windows Desktop,Firefox,57.7506162378,8c2f8b60-9ee2-430b-8e39-a55b151fdba1,2015-06-20 09:58:18.147831,2015-06-10 09:58:18.147831
82,international,FEMALE,facebook,Web,Mac Desktop,Chrome,39.4892643661,508d0a00-4566-4dd1-9e22-a0eddf5ca03f,2016-04-23 03:30:59.371635,2016-06-04 18:13:14.952011
83,international,FEMALE,facebook,Web,Windows Desktop,Chrome,34.8495814734,67d993a0-6ace-4042-b00f-f260d2adef42,2016-04-22 10:56:09.525348,2016-05-26 06:53:54.720319
84,international,FEMALE,basic,Web,Windows Desktop,Chrome,33.8107422861,d3db1fd5-7431-4daf-9b10-49a1dadd8d41,2016-03-08 19:45:53.805235,2016-04-27 04:29:18.002081
85,international,MALE,basic,Web,Mac Desktop,Safari,54.8439072015,bdd037f1-4165-40a1-bf0f-af62fd38b431,2015-09-12 04:27:36.263812,2015-10-20 01:23:17.825999
86,international,FEMALE,facebook,iOS,Windows Desktop,Chrome,33.2264353216,50e48587-22db-468e-8df2-07c326fb85f6,2015-06-09 08:55:30.270101,2015-07-20 00:43:32.543521
87,international,MALE,facebook,Web,Mac Desktop,Mobile Safari,72.4955357359,d8c54bfe-7f4f-4c63-a946-46015d60a5da,2015-09-09 05:49:19.202324,2015-10-22 15:36:28.156147
88,international,FEMALE,basic,Web,Mac Desktop,Safari,48.2240057451,bd02f518-7949-4b8b-99cb-972848b1b89a,2015-09-28 22:10:11.314348,2015-11-16 08:31:05.505254
89,international,-unknown-,basic,Web,Windows Desktop,Firefox,17.778215006,5f127968-e0cf-4326-ad66-f8e21eab66f6,2014-12-24 21:25:39.888465,2015-02-02 04:35:24.564877
90,international,FEMALE,basic,Web,Windows Desktop,Chrome,48.1692528147,af46b8fc-4073-482e-8080-f9870f0867cb,2015-05-15 08:53:20.838696,2015-07-02 09:24:18.032503
91,international,MALE,basic,Web,Windows Desktop,Chrome,29.4436239272,0aa4a530-9fa8-4de2-a6e7-db406f7e9f27,2016-04-28 22:12:05.389695,2016-06-08 11:09:22.740539
92,international,-unknown-,basic,Web,Mac Desktop,Chrome,10.300102532,c0aa74da-a07d-495e-92a8-e5886e9f44a7,2015-01-27 03:37:12.240659,2015-03-13 16:39:32.473361
93,international,FEMALE,basic,Android,Mac Desktop,Chrome,25.044790921,04c2273d-79ad-4bbc-a215-b5e42b78e876,2014-08-20 03:05:30.299085,2014-10-02 10:35:01.400744
94,international,MALE,basic,iOS,Mac Desktop,Firefox,28.4229692402,c1dc7743-8759-4e2a-8885-e859cf3d433a,2014-11-26 12:56:41.123756,2015-01-10 12:37:07.221912
95,international,-unknown-,facebook,iOS,Mac Desktop,-unknown-,21.8504411644,77b26a44-c6d9-49ab-853f-5d8a66cec57a,2014-07-14 10:46:49.722915,2014-08-18 22:03:37.168118
96,international,-unknown-,basic,Web,Windows Desktop,Chrome,54.1212846562,6226a8e6-c4ed-4376-8c38-d483f30c14ca,2016-06-02 22:02:04.726202,2016-07-05 16:18:34.910049
97,international,MALE,facebook,Web,Other/Unknown,-unknown-,31.8111511826,986ec725-a505-45a6-aea4-190bd8c4b6c6,2016-03-17 11:16:54.993258,2016-04-20 15:13:53.920738
98,international,FEMALE,basic,Web,iPad,Safari,61.2735560714,5b8467fe-9f3e-4448-9a1f-94895fe7536e,2015-06-15 11:44:09.881793,2015-08-04 00:55:59.851341
99,international,FEMALE,basic,Web,Windows Desktop,Safari,46.0096568858,54ebe298-a328-4df3-97d5-10a76b8ae1c8,2014-08-10 01:00:14.553768,2014-09-03 20:51:00.925970
100,international,FEMALE,basic,iOS,Mac Desktop,Safari,44.530216582,c441063b-2b8b-4bb5-9c3c-434b804f0305,2015-01-07 17:55:31.744921,2015-02-11 13:05:03.779104
101,international,FEMALE,basic,Web,Mac Desktop,Chrome,58.1455620576,e46c97d8-9e7c-4b2a-bfc6-0811bb67887c,2015-08-13 17:14:07.276655,2015-09-21 23:20:28.075948
102,international,FEMALE,basic,Web,Windows Desktop,Chrome,56.5398037361,fdffb50d-f868-4c45-bbd7-e884bb338dd9,2015-10-27 06:37:05.361345,2015-12-05 22:14:16.263752
103,international,MALE,basic,Web,Windows Desktop,Chrome,40.3491158222,e3a3a46f-22dd-4937-b9d7-f84d4e0a7ad4,2015-12-22 22:43:02.660145,2016-01-21 12:27:54.510957
104,international,MALE,basic,Web,Windows Desktop,IE,53.8134360969,5f6ff46c-5700-4868-9826-524ea8bdeb69,2015-08-27 10:52:05.909754,2015-09-25 21:10:10.710261
105,international,-unknown-,facebook,Web,Other/Unknown,Safari,31.8995351869,057f3689-78d6-42c5-991c-a6c044c863b3,2014-11-23 16:33:43.599938,2014-12-27 22:37:34.660138
106,international,FEMALE,basic,Web,Windows Desktop,Firefox,34.3996266474,23504bcb-f6e3-4532-a783-29d2054ae915,2016-02-20 11:33:22.168212,2016-03-16 05:18:21.896238
107,international,FEMALE,basic,Web,Mac Desktop,-unknown-,32.4379254292,e5341aa1-fba1-4ca2-ac73-4497f9a4218c,2016-04-07 07:01:35.749446,2016-05-25 16:14:06.593301
108,international,FEMALE,basic,Web,iPhone,Safari,34.3171409573,986cf4dc-5d72-43a6-ae39-303dfd55c11d,2014-09-26 22:10:54.289897,2014-11-04 11:27:23.075678
109,international,FEMALE,basic,Web,Mac Desktop,Chrome,54.8350024122,efad9a01-5f70-4bf4-979a-3f5a34b69e86,2016-03-02 22:30:57.253698,2016-04-11 09:48:51.575605
110,international,FEMALE,basic,Web,Mac Desktop,Chrome,42.0432780901,b802a9b7-a69e-4688-b00f-1e41e87cefdf,2015-04-26 07:22:52.561093,2015-06-18 10:30:47.376008
111,international,FEMALE,facebook,Web,Mac Desktop,Chrome,31.4434364347,5ca21882-cbb7-41da-9e4d-b40ec3265e2b,2015-12-26 11:41:45.396119,2016-01-26 21:31:19.589756
112,international,FEMALE,basic,Web,Mac Desktop,Firefox,57.3755178749,865ef11f-400c-47c6-8ccf-c1e37a8d6e7c,2015-06-15 06:08:47.785205,2015-08-09 08:27:41.576062
113,international,MALE,basic,Web,Mac Desktop,Safari,43.1523210455,d4dd4cdd-de2d-445d-988d-e4aac38f3d92,2015-11-01 22:24:15.808536,2015-12-25 22:34:10.654005
114,international,MALE,basic,Web,iPad,Firefox,45.6657659361,19fc4b9f-a3e6-4f60-8876-aa761acfa4a9,2014-12-17 15:31:49.990021,2015-01-16 06:01:49.655619
115,international,FEMALE,facebook,Web,Mac Desktop,Mobile Safari,14.3852771086,0067910d-fbd5-44d4-b288-7ad121ac5fdf,2015-02-26 08:03:51.231676,2015-03-25 00:36:50.543258
116,international,-unknown-,basic,Web,Windows Desktop,Chrome,33.1638263911,a430cf59-29cb-4721-bc0e-cf25774f8b25,2015-08-27 05:51:39.580867,2015-09-27 03:43:23.137240
117,international,FEMALE,basic,iOS,Mac Desktop,-unknown-,63.2863514723,f2323f09-5a3e-4c66-83c9-9c1946babbc1,2014-10-25 08:21:26.942347,2014-12-08 21:09:10.517328
118,international,FEMALE,basic,Web,Windows Desktop,IE,43.3916380074,a84e3cea-9a06-4446-b2ce-1c6f512b1551,2015-06-03 09:05:09.787570,2015-07-13 07:24:11.293541
119,international,-unknown-,basic,Web,iPad,Chrome,39.181689244,f80ef988-3868-48e5-bd0c-522b74686548,2015-03-07 11:25:19.582316,2015-04-08 04:18:39.402791
120,international,-unknown-,facebook,Web,Mac Desktop,Chrome,30.4271685905,02f8fbc9-ece1-4489-a072-1488ca2eeb43,2016-03-16 02:21:03.905479,2016-05-10 04:16:13.617542
121,international,MALE,basic,Web,Windows Desktop,Chrome,47.794824512,a32bfcbd-dab7-4fa9-af42-f505ec0215e0,2016-04-28 23:09:57.386110,2016-06-05 22:10:21.703868
122,international,MALE,facebook,Web,Mac Desktop,Safari,49.9982925293,9e7e1b12-14aa-4292-89ac-7985f3beb906,2015-07-19 05:44:36.447598,2015-09-09 08:13:48.002042
123,international,MALE,basic,Web,Mac Desktop,Chrome,48.6628134208,f1e44542-761b-43e5-8acd-f1d666e6e2f3,2014-11-02 13:24:33.303393,2014-12-12 03:23:00.402364
124,international,MALE,facebook,Web,Mac Desktop,-unknown-,44.9628345839,a7e056db-8074-445f-ab1f-d22184a73cd1,2014-11-21 18:38:25.967252,2015-01-04 00:33:20.312052
125,international,-unknown-,basic,Web,Windows Desktop,IE,21.3473138756,8c4c9a8d-4b84-4916-9f8a-a0e81d54bd95,2015-03-19 04:18:29.509705,2015-04-21 00:33:20.428665
126,international,FEMALE,basic,Web,iPad,Chrome,23.1841112163,6485aea9-6c3d-4d2b-b9d1-824e50ac5fbd,2015-03-01 18:24:25.101848,2015-04-24 19:42:25.725108
127,international,MALE,basic,Web,iPad,Chrome,40.942485831,4b4eed94-b25d-4c96-b55f-18867929e19c,2014-08-20 16:24:13.511603,2014-10-05 02:37:06.580270
128,international,FEMALE,basic,Web,Windows Desktop,Chrome,33.1104340723,8fb3dd93-25d3-4a8d-a7f4-686890afe95b,2015-12-27 11:27:05.890359,2016-01-25 14:43:55.880119
129,international,FEMALE,basic,Web,Windows Desktop,IE,10.0,aed2fe3c-071e-4c7e-950f-ebc1e2281bee,2015-01-25 22:06:51.799255,2015-02-21 20:50:53.568578
130,international,MALE,basic,Web,Windows Desktop,Safari,41.8722161874,eceb0ee0-e137-4480-948f-59d1d9a71433,2015-04-17 19:11:25.546690,2015-06-16 04:30:07.587019
131,international,MALE,facebook,Web,Windows Desktop,Chrome,23.8112826859,e50619f9-6e0b-4a32-9208-eb365a9e7454,2014-07-27 01:05:07.165968,2014-09-07 23:45:38.274075
132,international,MALE,facebook,Web,Mac Desktop,Firefox,55.4271619928,3421c380-9f44-4d2e-b0c4-926f42d7ad02,2015-06-30 21:28:22.813561,2015-07-20 06:43:41.277393
133,international,FEMALE,basic,Web,Mac Desktop,Chrome,35.0330748943,910a8f07-2908-4c9a-8764-29c3335e5d90,2014-07-31 04:57:18.626821,2014-09-12 13:57:13.415761
134,international,FEMALE,facebook,Web,Android Phone,Firefox,53.7304614595,baded564-8469-406c-a913-220e15b6a5af,2016-06-07 17:01:36.919408,2016-07-05 14:56:18.671150
135,international,FEMALE,facebook,Web,Mac Desktop,-unknown-,36.8101554462,08caa4b4-9644-40ca-9364-51e11c17be2a,2015-07-15 23:06:34.753110,2015-09-09 10:00:20.379643
136,international,FEMALE,basic,Moweb,Windows Desktop,Chrome,61.5647116932,e3add1c4-4d7e-44e3-88ac-f189423101d8,2015-07-23 08:07:07.548878,2015-08-25 13:23:42.972068
137,international,FEMALE,basic,Web,Mac Desktop,Safari,36.4186067437,b79d2cad-b4a1-4c3f-b64b-66fb9a1dd88a,2016-02-11 21:23:13.288933,2016-03-23 20:22:48.880383
138,international,FEMALE,basic,Web,Windows Desktop,Mobile Safari,10.0,d5898def-25ad-4c13-96c7-9c8f313cabad,2014-10-07 15:25:47.942485,2014-11-23 09:43:54.508393
139,international,-unknown-,basic,Web,Windows Desktop,Firefox,48.2854107636,b98b608c-21e2-4792-a420-12c6110cbb72,2014-10-10 00:45:51.680741,2014-11-05 18:35:03.014431
140,international,FEMALE,facebook,Web,Mac Desktop,Safari,47.8321532053,4a3c0d0d-eb70-43d8-a424-18f09b35cfd6,2016-05-28 12:17:30.353617,2016-07-08 08:37:09.489497
141,international,MALE,basic,Web,Mac Desktop,IE,56.1556565355,f919ffc7-dc31-4a30-bad0-b16fddd36adb,2015-07-01 05:12:35.289582,2015-08-07 05:32:06.603100
142,international,-unknown-,facebook,Web,Windows Desktop,Firefox,31.7694133783,2fcfca87-76d3-4fe8-aaa4-366d5b748099,2015-01-10 13:01:08.668900,2015-02-20 06:24:09.384916
143,international,MALE,basic,Web,Mac Desktop,Chrome,15.914678422,8bbe305f-4f78-45e3-ad8b-5cbb2fb9ffe9,2015-07-07 12:59:13.207698,2015-08-20 17:21:08.015154
144,international,FEMALE,basic,Web,iPad,-unknown-,40.6363243916,68ad153a-1d01-4e6a-a9ac-ccc85af28d57,2014-07-19 12:57:50.307247,2014-08-28 03:33:16.643150
145,international,FEMALE,basic,Web,Mac Desktop,Chrome,29.0912815862,78a8e917-4ddd-41fe-8c90-186a3157783a,2015-04-24 12:39:19.126672,2015-06-21 09:17:01.176384
146,international,FEMALE,basic,Web,iPad,Mobile Safari,35.8566491501,0a5a2c82-0e10-4928-9feb-070044846e8f,2016-04-23 23:09:10.150594,2016-07-02 13:50:40.398485
